ImagUrl,skuId,title,url,price,rating,review,MaxAddToCart,SearchText,SearchDate,pageRank,Advert,page,rank,deliveyTime
https://cdn1.ozone.ru/s3/multimedia-o/6690633288.jpg,732628857,"Средство для прочистки труб от засоров, антизасор от жира и пищевых остатков, Expel Жирогон, 50 г х 10 саше",https://www.ozon.ru/product/sredstvo-dlya-prochistki-trub-ot-zasorov-antizasor-ot-zhira-i-pishchevyh-ostatkov-expel-zhirogon-50-732628857/?asb=O7zK0DmVbhEfobldJcvDDTxIfSrHo2kJCV%252Fdlx2gPQo%253D&asb2=1wc3hfGO6shXmhIK9SwqM-jWXqGHlEKW6IAH75xgxETjg2rm74Z9fwUSxzPTzE4N&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,407 ,4.8  ,2 397 ,700,шик волосогон от засоров,2024-01-13,Pg1_11,False,1,11,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-c/6828781260.jpg,636489346,Средство для прочистки труб от засоров Розовый Крот 5 л,https://www.ozon.ru/product/sredstvo-dlya-prochistki-trub-ot-zasorov-rozovyy-krot-5-l-636489346/?advert=VuDkiXWgV9lk-NF85nko_56Mcd92ytDG_ciwEM0n0i3hy_z76XEPMQCSIOC-cFIDl-lz1aPIFvo9baR7QQyyCYmIPNzoaSJqaX1jqui5q5xHhD73X6lN-JCRB6wc3S8Vxw5-0YUWK1X-MIhri9wxq6NeVwksK1Bb5Co0zo66EMZ2qBH7wb_CaV1EY66xGtxC7s6H7g9LpOcIAELhPNi9bEleb8OhNqqH-2WPnzsHgb7qQXRFhwMS7GJb2mgy_fbSNSymyOyJ_g0F_6mTmmpEPLzl2eEx80PKs4ct1HLvgg3XF2YARR2zsTeBqWQcH1ArAKoHV-LM90BXKYmpTQEU2VCXxiXWsTs&avtc=1&avte=4&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,606 ,4.7  ,2 293,500,шик волосогон от засоров,2024-01-13,Pg1_12,True,1,12,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-n/6545025659.jpg,738050389,"Средство от засоров для прочистки труб EXPEL, Гель антизасор от волос, ВОЛОСОГОН 1000 мл 2 шт.",https://www.ozon.ru/product/sredstvo-ot-zasorov-dlya-prochistki-trub-expel-gel-antizasor-ot-volos-volosogon-1000-ml-2-sht-738050389/?asb=dRIQE%252BEm%252FnaGdYMmLReVadO%252BB7C6EEAyY%252BfJo9pxH6lK39lCpiTErFEFV3kduOz9&asb2=E5gLgZZddGh3S-F5pnbS3OTysx0GQkWvgvKWjGflfXXHC71u4j876XrV1fSxdGg9xgd_H8izxCVRrZZNe1kVzzslJF_EJL1RjwMmmAD1ELUBs1iuTjSOExXyETEsDHiO-tuz3kUpzihlWQEmaUTtQhhDQrIj_drU8mzmYo0BDBg&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,659 ,4.8  ,4 893,694,шик волосогон от засоров,2024-01-13,Pg1_13,False,1,13,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-8/6690645836.jpg,201181696,"Средство от засоров для прочистки труб, антизасор от жира и пищевых остатков, Expel Жирогон, на 6 засоров",https://www.ozon.ru/product/sredstvo-ot-zasorov-dlya-prochistki-trub-antizasor-ot-zhira-i-pishchevyh-ostatkov-expel-zhirogon-na-201181696/?asb=1%252FQml9zq5Jta8f4win6zFmuH28b0nBhKkZanjiBTPyw%253D&asb2=KbUA9KJgr71JdxY9dS13fIarhqZ3BFGujOfxTVAYUXtqNuTIC-o89OZ7SMMYvAHM&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,344 ,4.8  ,2 397 ,700,шик волосогон от засоров,2024-01-13,Pg1_14,False,1,14,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-h/6386199449.jpg,644991770,"Биопрепарат Ликвазим от засоров и запахов в трубах и септиках, 1 л.",https://www.ozon.ru/product/biopreparat-likvazim-ot-zasorov-i-zapahov-v-trubah-i-septikah-1-l-644991770/?advert=UtcOEbfuWcxzsqnofeTA8O3-rSyFZDoR-UIZI_IUTKhLKJCnpfcD2hPKSiuOOy1qN6TaJTRKKVcW3mCC_k0FW2ypmnHgZ1YeinOSvqZK_OnS5QkrcnBA1AX5aQ-_zJSuC-vwo-N1cmxP5tNHrxaqRktyxHzTHpTM_9n-XEgNties36i22UjrmSBj9wrbb8MKO7bsnyTO_YYPy5vj36jpwZ7M2-qadRX8Pn1lvfK2a5z0etd4_oAL0hkhd_xhW2zVmapg_1DTrXfE9CnM6UeKyb5IppJjhCGTtw7F6Fp9l6Hii0UAzhPSmZem-Ckg70C1rt6vvt-oOYV55VrhpxkMxq6SQdMZlQ&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,1 800 ,4.7  ,146 ,3,шик волосогон от засоров,2024-01-13,Pg1_15,True,1,15,19 января
https://cdn1.ozone.ru/s3/multimedia-q/6753221162.jpg,729679916,Волосогон от засоров ершик. Щетка для чистки засора в ванных и раковинах,https://www.ozon.ru/product/volosogon-ot-zasorov-ershik-shchetka-dlya-chistki-zasora-v-vannyh-i-rakovinah-729679916/?asb=38yoiddsfTVn1WS7fkc0d%252FkS4MBCmXYJop3LJNiZg7hexKkuxbVRnXYLttVA9%252BnC&asb2=JuVA5gcJmFj0JVKv7lKLZd1Q10vhKVmfA_mZ9hbXzAgHbHch8DvrUwUh6sFnisY-OdHP2SWkse7iRvUforoNm5Kv3lnI0kHhPUrfGl6nv8RbttnWcejqMyF68g0-TQQ1FxmCdMphbdNWPVjA33Bhp1j7akHjVNN2mxpGk0UQDrY&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,166 ,4.7  ,2 985 ,700,шик волосогон от засоров,2024-01-13,Pg1_16,False,1,16,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-z/6545025275.jpg,737787278,"Средство от засоров для прочистки труб EXPEL, Гель антизасор от волос, ВОЛОСОГОН 1000 мл",https://www.ozon.ru/product/sredstvo-ot-zasorov-dlya-prochistki-trub-expel-gel-antizasor-ot-volos-volosogon-1000-ml-737787278/?asb=tQPMZxAm%252F7vm9KaZkySQ9Kx3l2PDfmjNkkxhTIGOlXoL8%252FaXKSub1xOWbSiyN7GT&asb2=4Vf7_cZJo7fjNEL5veU5kymuak8ltYX3Kyn3QloN7WuR3GFe3r90V0rAhl6QbjLt-oW375CRZU-DR643it4Dn8wpqzr2xr2maAG2WooOeZMTrRGALkX5NB9Qn2JP0si6c03stj6p8YZohpQRZOauc0hUEnoOGrxfAM4hBcurfY8&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,425 ,4.8  ,4 893,700,шик волосогон от засоров,2024-01-13,Pg1_17,False,1,17,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-t/6799317761.jpg,803653050,"Средство от засоров GOODHIM Turboчист, 5 л",https://www.ozon.ru/product/sredstvo-ot-zasorov-goodhim-turbochist-5-l-803653050/?advert=0U1i0pauanhYD9uTETyRCwKttkyhOZf0YUSFyFEq0BJNADrv1dGh8vaPVD7eIzhUL_ZCf5jklanHl82R8-zCXyIpxsBjXAqhNxnSB3r92kuMuS1VdSqEbtInX1DAhvjArdC7gouLNa-SvRBML7S56zcAu0Zy0x-BDG0nDunMXkdvkOhKIEC9JSvm36nlRv3mOKfLmt-ZkmY5-dzaGFtfHOEyCSoDKdJiMsXS166WozZ9S_2oEB7XH_3CZiCgRh8-dsX6BZkdaxwaz0_c9-RNPlzfaRxr9jXb6HRohosuvlPW2_7g_lC4QP3Zkg-3DMMJy9DApDf8SXAi-RCgPZkKi-ZWPFtnNss&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,458 ,4.8  ,222,326,шик волосогон от засоров,2024-01-13,Pg1_18,True,1,18,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-1/6706554085.jpg,576925724,"Средство для устранения засоров труб от волос в гранулах, Expel, ВОЛОСОГОН, на 10 засоров, 600 г",https://www.ozon.ru/product/sredstvo-dlya-ustraneniya-zasorov-trub-ot-volos-v-granulah-expel-volosogon-na-10-zasorov-600-g-576925724/?asb=v1q8pMgJuvhCGXuyG7QKVQ0oRTlzcROIn9t9BtFwp44%253D&asb2=aj441r_B6jZCeEVnY4qdR-R5uE_J8LYJ9JLL1fRMa5LJ3jdi761K5weWNe4Q4FDy&avtc=1&avte=2&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,489 ,4.9  ,1 918 ,700,шик волосогон от засоров,2024-01-13,Pg1_19,False,1,19,Послезавтра
https://cdn1.ozone.ru/s3/multimedia-9/6244291905.jpg,478527177,"Bagi Шуманит гель средство для прочистки труб от засоров, средство от засоров труб волосогон, 450 мл.",https://www.ozon.ru/product/bagi-shumanit-gel-sredstvo-dlya-prochistki-trub-ot-zasorov-sredstvo-ot-zasorov-trub-volosogon-450-ml-478527177/?asb=qxgH0VkTNpD8RdjrFn6%252FvppGZRCiLZeWfctOdjSizSg%253D&asb2=tBUhjnW-6JQBS9KgEgmVzfrYbZsr-GwxatQ0Zqh_OgYsePvaf1EfE12Js4BSDj7F&avtc=1&avte=4&avts=1705159096&keywords=%D1%88%D0%B8%D0%BA+%D0%B2%D0%BE%D0%BB%D0%BE%D1%81%D0%BE%D0%B3%D0%BE%D0%BD+%D0%BE%D1%82+%D0%B7%D0%B0%D1%81%D0%BE%D1%80%D0%BE%D0%B2,450 ,4.8  ,332,700,шик волосогон от засоров,2024-01-13,Pg1_20,False,1,20,Послезавтра
